Postcode,Postcode Status,LSOA code,LSOA Name,Index of Multiple Deprivation Rank,Index of Multiple Deprivation Decile,Income Rank,Income Decile,Income Score,Employment Rank,Employment Decile,Employment Score,Education and Skills Rank,Education and Skills Decile,Health and Disability Rank,Health and Disability Decile,Crime Rank,Crime Decile,Barriers to Housing and Services Rank,Barriers to Housing and Services Decile,Living Environment Rank,Living Environment Decile,IDACI Rank,IDACI Decile,IDACI Score,IDAOPI Rank,IDAOPI Decile,IDAOPI Score
M50 3UQ,Live,E01032912,Salford 028G E01032912,2121,1,2168,1,0.301,3569,2,0.192,3035,1,860,1,5015,2,5850,2,14797,5,1453,1,0.401,803,1,0.478
M30 7PQ,Live,E01005732,Salford 025D E01005732,3385,2,4411,2,0.242,1903,1,0.23,4952,2,1643,1,9845,3,11646,4,23854,8,9183,3,0.213,6618,3,0.256
M34 3NG,Live,E01005971,Tameside 025A E01005971,10829,4,11237,4,0.142,13107,4,0.097,8169,3,9212,3,6935,3,23988,8,8237,3,7277,3,0.244,13426,5,0.157
BD17 5RH,Live,E01010583,Bradford 018B E01010583,3202,1,4819,2,0.233,2250,1,0.22,9815,3,3703,2,443,1,14258,5,12312,4,7698,3,0.236,11586,4,0.179
HD9 6QJ,Live,E01011169,Kirklees 053A E01011169,25267,8,26487,9,0.049,21884,7,0.059,29340,9,24673,8,10870,4,25492,8,11678,4,26326,9,0.056,30727,10,0.04
HD3 4GN,Live,E01011207,Kirklees 038C E01011207,24616,8,25772,8,0.052,25802,8,0.047,23237,8,21245,7,13335,5,16897,6,13969,5,24128,8,0.069,24834,8,0.072
BS31 2DY,Live,E01014399,Bath and North East Somerset 001A E01014399,18853,6,16454,6,0.099,17727,6,0.074,10717,4,23370,8,9293,3,27447,9,20671,7,11612,4,0.179,25497,8,0.068
BS7 0XZ,Live,E01014630,Bristol 005A E01014630,6276,2,5874,2,0.214,7395,3,0.141,5336,2,6688,3,3178,1,11526,4,23385,8,2980,1,0.338,4278,2,0.31
BS6 7EH,Live,E01014669,Bristol 020D E01014669,26645,9,31291,10,0.027,30970,10,0.028,32068,10,27424,9,15170,5,10956,4,6836,3,31429,10,0.025,23095,8,0.081
TS24 8NQ,Live,E01033466,Hartlepool 003I E01033466,881,1,459,1,0.393,788,1,0.275,1255,1,1527,1,2672,1,19176,6,29032,9,616,1,0.459,1919,1,0.398
TS26 0LQ,Live,E01011982,Hartlepool 014E E01011982,28897,9,30081,10,0.034,27057,9,0.043,31537,10,18171,6,21821,7,11319,4,32466,10,23437,8,0.073,31722,10,0.032
TS22 5EG,Live,E01012297,Stockton-on-Tees 001F E01012297,29043,9,26926,9,0.047,25501,8,0.048,26382,9,21246,7,23078,8,18511,6,31299,10,27930,9,0.047,26654,9,0.063
DN40 1JU,Live,E01013179,North East Lincolnshire 001F E01013179,10240,4,9454,3,0.162,9613,3,0.121,5500,2,9460,3,10949,4,20217,7,20414,7,7297,3,0.243,11815,4,0.176
DN15 8LJ,Live,E01013302,North Lincolnshire 007C E01013302,17814,6,18361,6,0.087,16116,5,0.081,16872,6,6753,3,17019,6,20696,7,26887,9,15907,5,0.131,18720,6,0.109
YO17 7NH,Live,E01027786,Ryedale 008B E01027786,30537,10,27555,9,0.044,29359,9,0.035,26656,9,25753,8,31755,10,17798,6,22973,7,18186,6,0.11,31957,10,0.03
DL9 4BD,Live,E01027754,Richmondshire 004C E01027754,25470,8,26468,9,0.049,29134,9,0.036,10457,4,25170,8,23313,8,13367,5,24210,8,27849,9,0.047,21194,7,0.093
BD24 0AU,Live,E01027571,Craven 003B E01027571,20302,7,28645,9,0.04,22783,7,0.056,22598,7,27643,9,32298,10,2795,1,3814,2,26466,9,0.055,31398,10,0.035
MK42 9AD,Live,E01017473,Bedford 015B E01017473,13809,5,12903,4,0.127,16813,6,0.078,9158,3,23841,8,13816,5,9853,3,6548,2,10341,4,0.196,13330,5,0.158
MK18 1AT,Live,E01017649,Aylesbury Vale 001B E01017649,28364,9,22674,7,0.065,28970,9,0.036,22120,7,27184,9,21485,7,15197,5,30668,10,19274,6,0.101,21225,7,0.092
LU7 0NY,Live,E01017732,Aylesbury Vale 007C E01017732,31697,10,30204,10,0.033,31215,10,0.027,27898,9,29074,9,21186,7,22219,7,26358,9,27310,9,0.05,30449,10,0.042
HP13 7NQ,Live,E01017926,Wycombe 011B E01017926,12218,4,8075,3,0.179,10934,4,0.111,6629,3,18720,6,19401,6,11522,4,28484,9,8578,3,0.222,7552,3,0.239
HP15 6SP,Live,E01017774,Chiltern 013B E01017774,32812,10,32621,10,0.014,32174,10,0.021,31185,10,32665,10,27175,9,25329,8,32628,10,32813,10,0.006,32576,10,0.022
HP22 6HF,Live,E01017730,Aylesbury Vale 024E E01017730,25071,8,16397,5,0.099,20897,7,0.062,18643,6,26363,9,26536,9,22352,7,32114,10,22254,7,0.08,13485,5,0.156
MK6 5EN,Live,E01016847,Milton Keynes 021D E01016847,2941,1,2879,1,0.28,2784,1,0.208,3493,2,3622,2,9936,4,2234,1,26335,9,4599,2,0.295,2201,1,0.385
S44 6XA,Live,E01019485,Bolsover 004C E01019485,10718,4,10642,4,0.148,7653,3,0.138,8594,3,5418,2,23071,8,26799,9,16569,6,14026,5,0.15,11782,4,0.176
S18 2FZ,Live,E01019782,North East Derbyshire 004C E01019782,14928,5,12886,4,0.127,8235,3,0.132,17819,6,8539,3,30200,10,32570,10,15684,5,19782,7,0.097,12271,4,0.17
S41 0LP,Live,E01019545,Chesterfield 012A E01019545,18850,6,17869,6,0.09,13027,4,0.097,20906,7,6936,3,24765,8,31825,10,25047,8,13859,5,0.152,23669,8,0.078
DE55 5LZ,Live,E01019520,Bolsover 008C E01019520,14635,5,14689,5,0.112,13938,5,0.092,13289,5,11910,4,18046,6,8684,3,16900,6,14147,5,0.149,18233,6,0.113
BH22 9EY,Live,E01020408,East Dorset 009E E01020408,23249,8,21154,7,0.072,22735,7,0.056,12884,4,24934,8,31686,10,8384,3,27817,9,17717,6,0.114,24089,8,0.076
DH8 6LZ,Live,E01020641,Derwentside 007C E01020641,12280,4,10715,4,0.147,8990,3,0.126,11643,4,5034,2,17578,6,31525,10,28373,9,17996,6,0.112,7029,3,0.248
SO53 2PL,Live,E01022659,Eastleigh 002A E01022659,29146,9,27576,9,0.044,26379,9,0.045,20797,7,27715,9,27896,9,21153,7,19895,7,24664,8,0.065,27633,9,0.058
RG21 5PB,Live,E01022525,Basingstoke and Deane 009B E01022525,23945,8,22299,7,0.066,24129,8,0.052,19956,7,22661,7,7942,3,26043,8,22410,7,18089,6,0.111,20106,7,0.1
SO16 8FA,Live,E01017241,Southampton 007B E01017241,3139,1,7578,3,0.186,9261,3,0.123,2885,1,1583,1,1303,1,3537,2,4502,2,9651,3,0.206,5709,2,0.275
SO19 9NA,Live,E01017262,Southampton 026E E01017262,11618,4,13636,5,0.12,15160,5,0.085,4355,2,12390,4,9134,3,9640,3,20128,7,15978,5,0.13,11939,4,0.174
LE5 5LL,Live,E01013766,Leicester 027G E01013766,17297,6,11125,4,0.143,14945,5,0.087,15137,5,18579,6,24875,8,27388,9,11791,4,17380,6,0.117,5358,2,0.283
ST11 9PW,Live,E01029798,Staffordshire Moorlands 012C E01029798,20252,7,16086,5,0.102,12956,4,0.098,14936,5,20847,7,20371,7,32525,10,25223,8,17475,6,0.116,16294,5,0.129
WS11 9SP,Live,E01029394,Cannock Chase 013A E01029394,12602,4,13471,5,0.122,11270,4,0.108,4308,2,14840,5,10624,4,30993,10,17342,6,13387,5,0.157,16332,5,0.129
SP11 9RR,Live,E01031878,Kennet 010C E01031878,25990,8,31019,10,0.029,31757,10,0.024,12692,4,28699,9,27278,9,3563,2,30420,10,28024,9,0.046,30693,10,0.04
RG12 8FS,Live,E01016213,Bracknell Forest 009D E01016213,22517,7,23006,8,0.063,26410,9,0.045,10830,4,25320,8,17471,6,7141,3,30965,10,20945,7,0.089,18453,6,0.111
SL3 9JQ,Live,E01016565,Windsor and Maidenhead 011B E01016565,31148,10,30864,10,0.03,31064,10,0.028,31898,10,31708,10,17944,6,17571,6,20654,7,30939,10,0.028,30385,10,0.042
RG19 4LL,Live,E01016337,West Berkshire 017C E01016337,24140,8,21176,7,0.072,19347,6,0.068,17359,6,21469,7,21087,7,21667,7,28243,9,22006,7,0.082,21839,7,0.089
CB24 8UA,Live,E01018236,South Cambridgeshire 002D E01018236,23339,8,18185,6,0.088,19039,6,0.069,25667,8,22913,7,16657,6,16269,5,26320,9,15951,5,0.131,19674,6,0.103
PE29 3BN,Live,E01018151,Huntingdonshire 012E E01018151,18499,6,21901,7,0.068,23128,8,0.055,17230,6,16468,6,15880,5,8119,3,7395,3,18415,6,0.108,21428,7,0.091
PE27 6RR,Live,E01018169,Huntingdonshire 013D E01018169,18479,6,16235,5,0.101,13519,5,0.094,16768,6,18805,6,13237,5,21322,7,22196,7,14240,5,0.148,27221,9,0.06
PE4 6JT,Live,E01015680,Peterborough 002B E01015680,3847,2,4044,2,0.249,3043,1,0.202,5935,2,2893,1,12879,4,3366,2,25104,8,6319,2,0.26,4116,2,0.315
WA4 1RX,Live,E01012506,Warrington 020C E01012506,4043,2,4776,2,0.235,5314,2,0.165,1990,1,3239,1,4153,2,13178,5,21258,7,2642,1,0.349,6691,3,0.255
EX33 2BP,Live,E01020089,North Devon 005A E01020089,28255,9,22581,7,0.065,25784,8,0.047,20009,7,25959,8,29010,9,27330,9,20162,7,24337,8,0.067,20163,7,0.099
EX14 1QT,Live,E01019932,East Devon 002B E01019932,11603,4,8805,3,0.17,6573,3,0.15,11883,4,13707,5,22045,7,22621,7,15409,5,10428,4,0.195,10108,4,0.198
EX2 5AP,Live,E01020026,Exeter 011A E01020026,29869,10,31083,10,0.028,29930,10,0.033,14444,5,26961,9,28757,9,23731,8,22302,7,32163,10,0.017,28235,9,0.055
PL7 2RS,Live,E01015123,Plymouth 015C E01015123,17366,6,16171,5,0.101,14809,5,0.087,19869,7,10693,4,28364,9,26840,9,6720,3,19466,6,0.1,17074,6,0.122
TQ2 7NU,Live,E01015258,Torbay 004B E01015258,12137,4,10375,4,0.151,9318,3,0.123,13801,5,12456,4,15458,5,13415,5,14820,5,10851,4,0.189,10729,4,0.19
SS13 3HL,Live,E01021305,Basildon 013D E01021305,2428,1,3567,2,0.261,3210,1,0.198,744,1,7849,3,688,1,6202,2,25417,8,2747,1,0.346,7409,3,0.241
SS12 0LZ,Live,E01021330,Basildon 006C E01021330,21027,7,24165,8,0.058,24402,8,0.051,10895,4,22401,7,13701,5,9887,4,19510,6,24181,8,0.068,25056,8,0.071
SS15 5NX,Live,E01021289,Basildon 016C E01021289,6894,3,7135,3,0.193,7513,3,0.14,5434,2,11842,4,1415,1,11110,4,26506,9,7078,3,0.247,9078,3,0.213
CB11 3TR,Live,E01022072,Uttlesford 003C E01022072,25834,8,31058,10,0.029,32307,10,0.019,30465,10,32238,10,15877,5,2938,1,13382,5,31285,10,0.026,27716,9,0.057
EN9 1LF,Live,E01021807,Epping Forest 008A E01021807,20792,7,20797,7,0.074,20057,7,0.065,9942,4,25678,8,16534,6,21167,7,14815,5,20660,7,0.091,19455,6,0.104
CM17 9LR,Live,E01021857,Harlow 001D E01021857,24036,8,19229,6,0.082,24603,8,0.05,19121,6,26532,9,14836,5,12933,4,28921,9,18903,6,0.105,15257,5,0.138
CO2 8NJ,Live,E01021638,Colchester 018B E01021638,7590,3,8080,3,0.179,9719,3,0.12,4100,2,7104,3,6248,2,9621,3,21176,7,5978,2,0.267,11540,4,0.179
CO5 0EW,Live,E01021726,Colchester 020D E01021726,9082,3,9737,3,0.159,8804,3,0.127,3746,2,13492,5,12576,4,6971,3,22671,7,11104,4,0.185,12515,4,0.168
WR14 3NZ,Live,E01032184,Malvern Hills 009A E01032184,24953,8,19317,6,0.081,20921,7,0.062,28568,9,24140,8,31685,10,8399,3,27604,9,14733,5,0.142,22415,7,0.085
DY11 5XQ,Live,E01032479,Wyre Forest 001F E01032479,12884,4,14087,5,0.117,11871,4,0.104,17891,6,18590,6,8726,3,7658,3,7675,3,18264,6,0.11,13166,5,0.16
CT2 7AP,Live,E01024100,Canterbury 013B E01024100,25989,8,25455,8,0.053,31188,10,0.027,13931,5,23950,8,15243,5,12806,4,30797,10,8565,3,0.223,30227,10,0.043
CT17 0DQ,Live,E01024248,Dover 011H E01024248,6584,3,5344,2,0.223,4954,2,0.171,4800,2,12085,4,4546,2,21777,7,20253,7,6071,2,0.265,7366,3,0.242
BB4 6SJ,Live,E01025387,Rossendale 004F E01025387,15314,5,12914,4,0.127,11866,4,0.104,18169,6,16216,5,14241,5,20164,7,10950,4,12262,4,0.17,17813,6,0.116
PR5 6PB,Live,E01025399,South Ribble 008A E01025399,7559,3,5716,2,0.217,6647,3,0.149,5489,2,9571,3,7221,3,31213,10,13324,5,4474,2,0.298,11859,4,0.175
PR3 2XA,Live,E01025317,Ribble Valley 006B E01025317,22276,7,23653,8,0.06,21018,7,0.062,21440,7,16147,5,22979,7,26697,9,6695,3,24305,8,0.068,25298,8,0.07
BB10 2AT,Live,E01024892,Burnley 001E E01024892,8300,3,9877,4,0.157,7135,3,0.144,8770,3,4110,2,10857,4,30388,10,7670,3,9598,3,0.207,12699,4,0.165
CH1 5JH,Live,E01018314,Chester 006B E01018314,4180,2,4729,2,0.236,3399,2,0.195,2625,1,4920,2,2012,1,29241,9,25381,8,5060,2,0.286,5924,2,0.27
CW7 2BT,Live,E01018746,Vale Royal 015C E01018746,9031,3,7818,3,0.183,6472,2,0.151,6891,3,5985,2,14395,5,25239,8,25339,8,7496,3,0.24,9613,3,0.205
CA14 3EE,Live,E01019118,Allerdale 008B E01019118,12179,4,17288,6,0.094,11976,4,0.103,12112,4,11812,4,8249,3,32741,10,2208,1,16425,6,0.126,21103,7,0.093
GL8 8AE,Live,E01022217,Cotswold 011C E01022217,28186,9,19913,7,0.078,24069,8,0.052,19095,6,25712,8,31370,10,27613,9,31185,10,16670,6,0.124,21787,7,0.089
GL20 8DF,Live,E01022455,Tewkesbury 001E E01022455,29523,9,26666,9,0.048,25002,8,0.049,17272,6,28368,9,31033,10,24257,8,28076,9,22391,7,0.079,30146,10,0.044
HP2 7HL,Live,E01023395,Dacorum 007C E01023395,10906,4,8962,3,0.168,10122,4,0.117,6514,2,21630,7,5236,2,12839,4,27458,9,5425,2,0.278,16747,6,0.125
AL4 0TT,Live,E01023678,St Albans 015B E01023678,25970,8,21760,7,0.069,21983,7,0.058,30159,10,28081,9,19227,6,11479,4,23989,8,20633,7,0.091,19303,6,0.105
AL1 5AR,Live,E01023683,St Albans 016C E01023683,17955,6,14391,5,0.114,14177,5,0.09,18305,6,23121,8,7485,3,19298,6,25894,8,12805,4,0.164,20494,7,0.097
LN4 1LH,Live,E01026190,North Kesteven 004D E01026190,12893,4,10222,4,0.153,7365,3,0.141,11864,4,7916,3,32387,10,25188,8,26528,9,13576,5,0.155,14148,5,0.15
LN6 0EP,Live,E01026136,Lincoln 008C E01026136,28291,9,27310,9,0.045,26168,8,0.046,20646,7,17168,6,19976,7,28699,9,29886,10,28324,9,0.045,23656,8,0.078
LN6 9AF,Live,E01026218,North Kesteven 014C E01026218,22344,7,18452,6,0.086,13072,4,0.097,18226,6,21011,7,28886,9,28530,9,25701,8,18732,6,0.106,21881,7,0.088
NR9 3DB,Live,E01026907,South Norfolk 003C E01026907,31199,10,25154,8,0.054,26969,9,0.043,23308,8,29949,10,28619,9,30523,10,30233,10,22851,7,0.076,27254,9,0.06
IP26 4PE,Live,E01026651,King's Lynn and West Norfolk 019D E01026651,14601,5,19109,6,0.083,15228,5,0.085,8723,3,17546,6,18647,6,9475,3,6469,2,21886,7,0.083,19193,6,0.106
NN4 8BU,Live,E01027161,Northampton 027D E01027161,4745,2,5414,2,0.222,4622,2,0.175,4838,2,3267,1,4028,2,11689,4,23598,8,9508,3,0.208,2850,1,0.357
NN9 5TY,Live,E01027039,East Northamptonshire 006B E01027039,18591,6,15377,5,0.107,16988,6,0.077,10158,4,22486,7,18645,6,24966,8,14861,5,16193,5,0.128,15083,5,0.14
NN15 6HE,Live,E01027130,Kettering 009C E01027130,11145,4,10840,4,0.146,10066,4,0.117,11312,4,13622,5,6275,2,9330,3,22092,7,8819,3,0.219,16854,6,0.124
NE25 0BP,Live,E01027432,Blyth Valley 011A E01027432,9729,3,9203,3,0.165,7303,3,0.142,10700,4,8090,3,4324,2,29744,10,22785,7,6371,2,0.26,14409,5,0.147
TA6 4QY,Live,E01029106,Sedgemoor 008C E01029106,1246,1,1936,1,0.31,1883,1,0.231,78,1,2382,1,2401,1,18148,6,11871,4,1828,1,0.382,8040,3,0.23
TA6 6AW,Live,E01029098,Sedgemoor 013B E01029098,3428,2,3439,2,0.264,2348,1,0.218,9589,3,6171,2,1129,1,24658,8,6660,3,2398,1,0.358,13824,5,0.153
TA14 6UG,Live,E01029215,South Somerset 017H E01029215,15567,5,15502,5,0.106,13599,5,0.094,18895,6,15333,5,20794,7,16895,6,4787,2,18184,6,0.11,16108,5,0.131
IP9 2QX,Live,E01029897,Babergh 011D E01029897,26374,9,25973,8,0.051,29289,9,0.035,23688,8,30116,10,26831,9,12944,4,7316,3,27232,9,0.051,24029,8,0.076
GU15 2PQ,Live,E01030805,Surrey Heath 008F E01030805,12062,4,11498,4,0.14,10592,4,0.113,6934,3,17754,6,13581,5,8930,3,22095,7,11905,4,0.175,15527,5,0.136
B49 6QQ,Live,E01031208,Stratford-on-Avon 007C E01031208,22271,7,23337,8,0.062,23193,8,0.055,29522,9,22460,7,26579,9,5566,2,8604,3,18202,6,0.11,28674,9,0.052
B46 3EX,Live,E01031022,North Warwickshire 006D E01031022,19951,7,23108,8,0.063,22668,7,0.056,19659,6,23685,8,13420,5,18791,6,3265,1,27551,9,0.049,20592,7,0.096
CV37 9DH,Live,E01031232,Stratford-on-Avon 011A E01031232,30168,10,28235,9,0.041,27867,9,0.04,29455,9,27870,9,26668,9,14020,5,23802,8,25487,8,0.061,29897,10,0.046
PO22 8EL,Live,E01031421,Arun 015E E01031421,17998,6,14541,5,0.113,14143,5,0.091,15858,5,19173,6,19314,6,11151,4,28416,9,10214,4,0.198,27875,9,0.056
BN14 7AR,Live,E01031800,Worthing 004C E01031800,29623,10,27464,9,0.045,26829,9,0.044,23230,8,27718,9,25945,8,27790,9,16224,5,27833,9,0.047,19105,6,0.107
BR1 5EB,Live,E01003237,Lewisham 037B E01003237,7764,3,6767,3,0.198,9487,3,0.122,9195,3,18145,6,9365,3,3007,1,6925,3,6123,2,0.264,8231,3,0.227
SE12 8PD,Live,E01003286,Lewisham 013D E01003286,7935,3,5846,2,0.214,8101,3,0.134,17826,6,8760,3,9567,3,4902,2,11640,4,7077,3,0.247,4461,2,0.306
BS35 3LA,Live,E01014991,South Gloucestershire 002B E01014991,11707,4,10284,4,0.152,9329,3,0.123,6097,2,13631,5,12330,4,19566,6,27146,9,11023,4,0.186,10326,4,0.195
SL6 7NQ,Live,E01016572,Windsor and Maidenhead 001B E01016572,29420,9,23605,8,0.061,22939,7,0.055,28342,9,30160,10,27514,9,20805,7,26141,8,16689,6,0.123,31263,10,0.036
HA9 7DU,Live,E01000636,Brent 020E E01000636,15999,5,16781,6,0.097,22108,7,0.058,14573,5,30306,10,17011,6,2616,1,6002,2,17598,6,0.115,11788,4,0.176
HA3 9TE,Live,E01000484,Brent 006B E01000484,4689,2,3425,2,0.264,4422,2,0.178,12166,4,18966,6,18826,6,38,1,9871,4,4561,2,0.296,2115,1,0.388
DN22 7NJ,Live,E01028021,Bassetlaw 010E E01028021,22017,7,24517,8,0.057,22439,7,0.057,21571,7,17637,6,10688,4,13151,5,18119,6,26244,8,0.056,20902,7,0.094
NN15 7AA,Live,E01027128,Kettering 005E E01027128,4774,2,4041,2,0.25,4659,2,0.175,1739,1,9432,3,5515,2,21564,7,16651,6,2475,1,0.355,9706,3,0.204
CR9 2EE,Live,E01001048,Croydon 020C E01001048,8534,3,9584,3,0.161,11219,4,0.109,21326,7,13365,5,1733,1,3151,1,9413,3,10706,4,0.191,8032,3,0.23
HA3 5DY,Live,E01002232,Harrow 011A E01002232,14624,5,10123,4,0.154,15615,5,0.083,23095,8,21749,7,11933,4,4998,2,14969,5,11664,4,0.178,8248,3,0.226
RM13 7BB,Live,E01002373,Havering 027D E01002373,20103,7,16621,6,0.098,20084,7,0.065,11392,4,24287,8,12648,4,22025,7,21329,7,14160,5,0.149,20837,7,0.095
TW3 1NE,Live,E01002642,Hounslow 015A E01002642,13415,5,15624,5,0.105,21220,7,0.061,26304,9,25173,8,6963,3,1737,1,3386,2,17341,6,0.117,6587,3,0.256
TW10 6HW,Live,E01003875,Richmond upon Thames 006C E01003875,27905,9,23000,8,0.063,26105,8,0.046,32407,10,32317,10,14258,5,26092,8,12525,4,25206,8,0.062,21311,7,0.092
B38 9DE,Live,E01009107,Birmingham 128A E01009107,454,1,161,1,0.443,784,1,0.275,2861,1,1775,1,1536,1,4604,2,10396,4,66,1,0.579,2296,1,0.38
B44 9SR,Live,E01009226,Birmingham 017A E01009226,10750,4,13473,5,0.122,13655,5,0.094,12787,4,9112,3,14681,5,11715,4,2148,1,15049,5,0.139,11202,4,0.184
B32 1RJ,Live,E01009253,Birmingham 080D E01009253,14137,5,16666,6,0.098,15052,5,0.086,21583,7,13855,5,10211,4,12648,4,3655,2,15678,5,0.133,20509,7,0.097
CV6 2AJ,Live,E01009526,Coventry 010B E01009526,21338,7,26207,8,0.05,25378,8,0.048,20474,7,17135,6,5112,2,21573,7,11862,4,26516,9,0.055,23445,8,0.079
DY3 1SN,Live,E01009773,Dudley 002A E01009773,7978,3,6976,3,0.195,6219,2,0.154,5883,2,11006,4,13190,5,29952,10,6299,2,7201,3,0.245,7203,3,0.245
B68 9PA,Live,E01009944,Sandwell 031C E01009944,4992,2,3828,2,0.254,4758,2,0.173,5298,2,6087,2,16190,5,19215,6,4162,2,4787,2,0.291,4499,2,0.305
B37 5JS,Live,E01010144,Solihull 007D E01010144,9242,3,8800,3,0.17,8562,3,0.13,6492,2,9506,3,8039,3,16346,5,18765,6,9984,4,0.201,8205,3,0.227
WS10 8QJ,Live,E01010310,Walsall 038A E01010310,3916,2,2830,1,0.281,3445,2,0.194,2619,1,8110,3,12813,4,12720,4,10124,4,2472,1,0.355,4684,2,0.3
L35 2XG,Live,E01006496,Knowsley 009C E01006496,5716,2,7027,3,0.194,5338,2,0.165,6299,2,1286,1,23884,8,20991,7,8146,3,6146,2,0.264,6796,3,0.252
L12 7LE,Live,E01006617,Liverpool 021A E01006617,11443,4,13985,5,0.118,11983,4,0.103,21282,7,4654,2,5770,2,29934,10,6041,2,20778,7,0.09,8697,3,0.219
L5 0SQ,Live,E01006564,Liverpool 023B E01006564,2711,1,3628,2,0.259,1992,1,0.227,3882,2,651,1,8355,3,22843,7,14877,5,3064,1,0.335,4168,2,0.313
L13 7HQ,Live,E01006761,Liverpool 020B E01006761,763,1,1987,1,0.308,775,1,0.275,4797,2,330,1,2136,1,25871,8,531,1,2012,1,0.373,5106,2,0.289
WA9 3HE,Live,E01006875,St. Helens 017C E01006875,1421,1,1907,1,0.311,1438,1,0.245,1020,1,1163,1,4578,2,15011,5,13716,5,1894,1,0.379,5519,2,0.279
CH43 4UY,Live,E01007155,Wirral 020A E01007155,1131,1,1995,1,0.308,471,1,0.298,16184,5,251,1,875,1,23498,8,5389,2,4856,2,0.29,2526,1,0.371
BL8 1RN,Live,E01004963,Bury 006A E01004963,18890,6,16052,5,0.102,14346,5,0.09,20154,7,18355,6,21745,7,13505,5,18513,6,16776,6,0.123,20541,7,0.097
M18 7DT,Live,E01005196,Manchester 023B E01005196,2919,1,2716,1,0.285,4179,2,0.182,6369,2,1468,1,4719,2,3913,2,20001,7,4213,2,0.304,970,1,0.461
M19 1FS,Live,E01005217,Manchester 034E E01005217,11929,4,11318,4,0.141,14580,5,0.089,25112,8,10700,4,4117,2,20715,7,4136,2,14241,5,0.148,10874,4,0.188
M9 0RP,Live,E01005100,Manchester 001C E01005100,3788,2,3350,2,0.266,4024,2,0.185,5695,2,3888,2,2049,1,15249,5,17169,6,1472,1,0.4,7900,3,0.233
M24 2GL,Live,E01005543,Rochdale 021F E01005543,15218,5,13763,5,0.119,17277,6,0.076,16972,6,6848,3,16047,5,16360,5,14940,5,14421,5,0.146,13180,5,0.16
SK7 2JT,Live,E01005809,Stockport 037B E01005809,28746,9,24838,8,0.055,22873,7,0.056,26203,8,22710,7,26130,8,23687,8,27574,9,23974,8,0.07,26062,8,0.066
SK15 1LX,Live,E01006066,Tameside 008D E01006066,4766,2,7450,3,0.188,8335,3,0.131,8069,3,1313,1,2346,1,30065,10,2577,1,8627,3,0.222,11802,4,0.176
M41 9PD,Live,E01006156,Trafford 008A E01006156,14596,5,12392,4,0.131,8445,3,0.13,17795,6,12546,4,15463,5,27272,9,18638,6,15090,5,0.139,18017,6,0.114
M41 6AP,Live,E01006132,Trafford 007E E01006132,19504,6,17278,6,0.094,14569,5,0.089,22601,7,14649,5,19043,6,30092,10,11903,4,21526,7,0.085,13490,5,0.156
WN1 1HQ,Live,E01006369,Wigan 008C E01006369,1991,1,3137,1,0.273,1457,1,0.245,7269,3,1153,1,1424,1,26627,9,4181,2,9255,3,0.212,5143,2,0.288
WA3 1DU,Live,E01006302,Wigan 040A E01006302,22240,7,19572,6,0.08,17978,6,0.073,20572,7,14270,5,23421,8,24301,8,21150,7,19990,7,0.096,18448,6,0.111
DN6 9AS,Live,E01007493,Doncaster 002G E01007493,20937,7,21693,7,0.069,18000,6,0.073,18924,6,12538,4,15850,5,15226,5,29975,10,23828,8,0.071,20686,7,0.096
S62 7GA,Live,E01007781,Rotherham 005D E01007781,8017,3,7850,3,0.182,5431,2,0.164,5411,2,5293,2,12272,4,32006,10,22036,7,8397,3,0.225,11092,4,0.185
S61 4AU,Live,E01007730,Rotherham 009C E01007730,2044,1,2860,1,0.28,1009,1,0.263,2997,1,2036,1,1578,1,19575,6,26965,9,1282,1,0.41,7994,3,0.231
S8 9JP,Live,E01007827,Sheffield 064A E01007827,22051,7,25854,8,0.051,21430,7,0.06,24825,8,15185,5,7499,3,21132,7,16071,5,30536,10,0.031,24314,8,0.075
BD7 2AN,Live,E01010658,Bradford 041A E01010658,4493,2,4444,2,0.241,7108,3,0.144,4622,2,7853,3,2029,1,16239,5,3761,2,4909,2,0.289,5584,2,0.278
BD13 5AD,Live,E01010592,Bradford 031B E01010592,18143,6,16645,6,0.098,15175,5,0.085,18484,6,10137,4,16427,6,30701,10,16019,5,25442,8,0.061,15162,5,0.139
HX7 5QN,Live,E01010917,Calderdale 007A E01010917,20190,7,24632,8,0.056,20292,7,0.064,24465,8,19363,6,16648,6,30780,10,1812,1,24281,8,0.068,28980,9,0.051
HD7 5SP,Live,E01011071,Kirklees 049A E01011071,17762,6,22324,7,0.066,19916,7,0.066,17378,6,17356,6,13804,5,11509,4,5253,2,20291,7,0.094,23213,8,0.081
HD2 1DJ,Live,E01011041,Kirklees 029B E01011041,4005,2,6872,3,0.196,5400,2,0.164,7646,3,5377,2,2003,1,18733,6,601,1,9673,3,0.206,12142,4,0.172
LS9 8LA,Live,E01033021,Leeds 075E E01033021,2845,1,5053,2,0.229,6888,3,0.146,1834,1,2010,1,1247,1,9043,3,6619,3,4595,2,0.295,1435,1,0.425
WF8 3NW,Live,E01011848,Wakefield 023D E01011848,24161,8,24373,8,0.057,20358,7,0.064,23749,8,14228,5,14439,5,25019,8,26002,8,19553,6,0.099,28394,9,0.054
WF11 0BZ,Live,E01011805,Wakefield 010A E01011805,3853,2,5165,2,0.227,2407,1,0.217,4339,2,3552,2,1915,1,27204,9,21829,7,7548,3,0.239,7839,3,0.234
